,Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
694894,Europe,Slovakia,Snacks,Offline,L,8/9/2015,700880801,9/14/2015,5059,152.58,97.44,771902.22,492948.96,278953.26
695112,Europe,Slovakia,Baby Food,Offline,H,5/31/2013,244602286,6/18/2013,2107,255.28,159.42,537874.96,335897.94,201977.02
695143,Europe,Slovakia,Snacks,Online,M,11/14/2012,907056844,11/18/2012,7132,152.58,97.44,1088200.56,694942.08,393258.48
695242,Europe,Slovakia,Office Supplies,Offline,C,5/5/2016,302171504,5/30/2016,8118,651.21,524.96,5286522.78,4261625.28,1024897.5
695620,Europe,Slovakia,Cereal,Offline,M,4/12/2017,320900619,4/25/2017,479,205.7,117.11,98530.3,56095.69,42434.61
695622,Europe,Slovakia,Beverages,Offline,M,1/17/2017,211752307,1/30/2017,1068,47.45,31.79,50676.6,33951.72,16724.88
695644,Europe,Slovakia,Fruits,Online,C,8/7/2015,522510039,9/22/2015,1187,9.33,6.92,11074.71,8214.04,2860.67
695784,Europe,Slovakia,Personal Care,Offline,L,9/4/2012,183806693,10/6/2012,1340,81.73,56.67,109518.2,75937.8,33580.4
695934,Europe,Slovakia,Beverages,Online,M,10/31/2011,280990207,12/20/2011,101,47.45,31.79,4792.45,3210.79,1581.66
696094,Europe,Slovakia,Clothes,Online,H,4/27/2017,475736606,5/6/2017,9888,109.28,35.84,1080560.64,354385.92,726174.72
696169,Europe,Slovakia,Personal Care,Offline,C,3/31/2013,215825402,4/12/2013,6387,81.73,56.67,522009.51,361951.29,160058.22
696611,Europe,Slovakia,Baby Food,Online,H,5/1/2014,406160962,6/5/2014,909,255.28,159.42,232049.52,144912.78,87136.74
696778,Europe,Slovakia,Household,Offline,H,10/18/2013,984861934,12/6/2013,1387,668.27,502.54,926890.49,697022.98,229867.51
697020,Europe,Slovakia,Household,Offline,M,7/23/2010,842582976,8/31/2010,7882,668.27,502.54,5267304.14,3961020.28,1306283.86
697344,Europe,Slovakia,Meat,Offline,H,9/30/2011,343448340,11/3/2011,2851,421.89,364.69,1202808.39,1039731.19,163077.2
697524,Europe,Slovakia,Vegetables,Offline,M,5/25/2011,301283156,6/13/2011,5236,154.06,90.93,806658.16,476109.48,330548.68
697730,Europe,Slovakia,Meat,Online,C,6/28/2017,635575664,8/13/2017,9818,421.89,364.69,4142116.02,3580526.42,561589.6
697763,Europe,Slovakia,Cosmetics,Offline,H,7/7/2015,716030347,7/18/2015,8146,437.2,263.33,3561431.2,2145086.18,1416345.02
698001,Europe,Slovakia,Fruits,Online,L,9/1/2015,340757119,9/28/2015,6459,9.33,6.92,60262.47,44696.28,15566.19
698814,Europe,Slovakia,Vegetables,Online,L,3/10/2014,369237887,4/10/2014,4551,154.06,90.93,701127.06,413822.43,287304.63
698864,Europe,Slovakia,Household,Offline,L,5/23/2011,210287177,7/12/2011,7504,668.27,502.54,5014698.08,3771060.16,1243637.92
699232,Europe,Slovakia,Household,Offline,H,10/31/2013,148701941,11/25/2013,3064,668.27,502.54,2047579.28,1539782.56,507796.72
699370,Europe,Slovakia,Personal Care,Offline,M,12/24/2010,484558284,1/26/2011,419,81.73,56.67,34244.87,23744.73,10500.14
699518,Europe,Slovakia,Cosmetics,Offline,M,4/12/2012,795809543,4/13/2012,6583,437.2,263.33,2878087.6,1733501.39,1144586.21
700048,Europe,Slovakia,Baby Food,Online,C,7/31/2016,961820685,9/10/2016,2969,255.28,159.42,757926.32,473317.98,284608.34
700375,Europe,Slovakia,Household,Online,L,8/8/2011,481274831,8/30/2011,8772,668.27,502.54,5862064.44,4408280.88,1453783.56
700484,Europe,Slovakia,Fruits,Online,C,6/1/2013,685097396,6/22/2013,4399,9.33,6.92,41042.67,30441.08,10601.59
700595,Europe,Slovakia,Household,Online,L,7/2/2016,961581647,7/23/2016,2233,668.27,502.54,1492246.91,1122171.82,370075.09
700659,Europe,Slovakia,Baby Food,Online,M,5/5/2016,258484113,5/19/2016,48,255.28,159.42,12253.44,7652.16,4601.28
700717,Europe,Slovakia,Fruits,Online,C,2/12/2013,298197114,3/27/2013,2007,9.33,6.92,18725.31,13888.44,4836.87
700818,Europe,Slovakia,Personal Care,Offline,L,2/13/2010,597130382,4/1/2010,3004,81.73,56.67,245516.92,170236.68,75280.24
701017,Europe,Slovakia,Snacks,Offline,H,5/28/2015,874009454,6/12/2015,7675,152.58,97.44,1171051.5,747852.0,423199.5
701175,Europe,Slovakia,Office Supplies,Online,C,11/4/2013,989625966,11/23/2013,1170,651.21,524.96,761915.7,614203.2,147712.5
701201,Europe,Slovakia,Office Supplies,Online,L,6/13/2017,437052285,7/23/2017,2338,651.21,524.96,1522528.98,1227356.48,295172.5
701460,Europe,Slovakia,Meat,Offline,M,4/12/2015,365814101,4/29/2015,1377,421.89,364.69,580942.53,502178.13,78764.4
701977,Europe,Slovakia,Baby Food,Online,C,6/18/2013,974616754,8/4/2013,9610,255.28,159.42,2453240.8,1532026.2,921214.6
702641,Europe,Slovakia,Household,Offline,H,2/23/2013,183666360,3/24/2013,9812,668.27,502.54,6557065.24,4930922.48,1626142.76
702661,Europe,Slovakia,Vegetables,Offline,H,5/15/2013,767708146,6/5/2013,755,154.06,90.93,116315.3,68652.15,47663.15
703083,Europe,Slovakia,Snacks,Offline,H,8/2/2012,286331021,8/30/2012,567,152.58,97.44,86512.86,55248.48,31264.38
703131,Europe,Slovakia,Beverages,Offline,C,12/20/2012,479710996,1/30/2013,5999,47.45,31.79,284652.55,190708.21,93944.34
703141,Europe,Slovakia,Office Supplies,Online,H,5/21/2017,840863358,5/29/2017,9008,651.21,524.96,5866099.68,4728839.68,1137260.0
703294,Europe,Slovakia,Office Supplies,Online,C,11/8/2012,787762057,11/28/2012,5153,651.21,524.96,3355685.13,2705118.88,650566.25
703349,Europe,Slovakia,Vegetables,Online,L,11/20/2013,969712388,12/13/2013,8300,154.06,90.93,1278698.0,754719.0,523979.0
703354,Europe,Slovakia,Meat,Offline,H,8/8/2010,822669398,9/20/2010,5011,421.89,364.69,2114090.79,1827461.59,286629.2
703477,Europe,Slovakia,Baby Food,Online,H,12/20/2015,509220445,12/23/2015,8500,255.28,159.42,2169880.0,1355070.0,814810.0
703660,Europe,Slovakia,Vegetables,Offline,M,4/12/2016,793357360,4/27/2016,928,154.06,90.93,142967.68,84383.04,58584.64
704212,Europe,Slovakia,Fruits,Offline,M,7/22/2015,914553725,8/8/2015,5626,9.33,6.92,52490.58,38931.92,13558.66
704260,Europe,Slovakia,Meat,Online,M,3/11/2015,249901473,3/21/2015,254,421.89,364.69,107160.06,92631.26,14528.8
704373,Europe,Slovakia,Snacks,Online,H,5/21/2015,885776841,6/2/2015,9906,152.58,97.44,1511457.48,965240.64,546216.84
704501,Europe,Slovakia,Meat,Online,L,6/19/2017,425284898,7/31/2017,107,421.89,364.69,45142.23,39021.83,6120.4
704765,Europe,Slovakia,Clothes,Online,L,6/6/2015,493733155,7/17/2015,5467,109.28,35.84,597433.76,195937.28,401496.48
704841,Europe,Slovakia,Household,Online,C,11/19/2010,761832177,12/10/2010,1926,668.27,502.54,1287088.02,967892.04,319195.98
704928,Europe,Slovakia,Fruits,Online,H,4/28/2015,433275306,6/9/2015,4646,9.33,6.92,43347.18,32150.32,11196.86
705089,Europe,Slovakia,Personal Care,Online,C,10/8/2012,521777474,11/16/2012,4405,81.73,56.67,360020.65,249631.35,110389.3
705252,Europe,Slovakia,Snacks,Online,M,9/5/2012,624301803,10/10/2012,3632,152.58,97.44,554170.56,353902.08,200268.48
705348,Europe,Slovakia,Vegetables,Online,L,2/16/2017,149294173,3/17/2017,8318,154.06,90.93,1281471.08,756355.74,525115.34
705542,Europe,Slovakia,Fruits,Online,L,3/29/2014,508685290,4/29/2014,136,9.33,6.92,1268.88,941.12,327.76
705982,Europe,Slovakia,Snacks,Online,H,2/1/2015,498876559,3/7/2015,7515,152.58,97.44,1146638.7,732261.6,414377.1
706384,Europe,Slovakia,Cereal,Online,H,2/16/2012,271082770,3/23/2012,8271,205.7,117.11,1701344.7,968616.81,732727.89
706417,Europe,Slovakia,Baby Food,Online,L,4/28/2014,862044656,5/31/2014,7025,255.28,159.42,1793342.0,1119925.5,673416.5
706563,Europe,Slovakia,Beverages,Online,M,8/20/2014,115119397,9/2/2014,5243,47.45,31.79,248780.35,166674.97,82105.38
706692,Europe,Slovakia,Personal Care,Online,L,4/5/2013,881999862,4/20/2013,2214,81.73,56.67,180950.22,125467.38,55482.84
706719,Europe,Slovakia,Vegetables,Online,L,6/14/2014,692298161,7/16/2014,5265,154.06,90.93,811125.9,478746.45,332379.45
706729,Europe,Slovakia,Fruits,Online,L,8/25/2016,605318200,9/25/2016,5962,9.33,6.92,55625.46,41257.04,14368.42
707399,Europe,Slovakia,Cereal,Online,L,5/5/2014,762902486,5/20/2014,8654,205.7,117.11,1780127.8,1013469.94,766657.86
707722,Europe,Slovakia,Office Supplies,Offline,H,2/3/2010,252156245,2/16/2010,7491,651.21,524.96,4878214.11,3932475.36,945738.75
707758,Europe,Slovakia,Beverages,Online,H,10/17/2016,642241275,11/21/2016,2320,47.45,31.79,110084.0,73752.8,36331.2
707777,Europe,Slovakia,Baby Food,Offline,H,10/21/2013,660040414,11/22/2013,9481,255.28,159.42,2420309.68,1511461.02,908848.66
707927,Europe,Slovakia,Cosmetics,Offline,M,5/6/2016,983734548,5/28/2016,7768,437.2,263.33,3396169.6,2045547.44,1350622.16
708520,Europe,Slovakia,Baby Food,Online,L,3/8/2014,631362235,4/21/2014,2970,255.28,159.42,758181.6,473477.4,284704.2
708888,Europe,Slovakia,Baby Food,Offline,M,4/1/2010,142628562,5/11/2010,5816,255.28,159.42,1484708.48,927186.72,557521.76
709203,Europe,Slovakia,Office Supplies,Offline,C,4/21/2011,578557050,4/28/2011,6743,651.21,524.96,4391109.03,3539805.28,851303.75
709304,Europe,Slovakia,Fruits,Online,H,7/12/2010,957113730,7/14/2010,77,9.33,6.92,718.41,532.84,185.57
709371,Europe,Slovakia,Beverages,Offline,L,9/29/2010,134342038,11/7/2010,3649,47.45,31.79,173145.05,116001.71,57143.34
709637,Europe,Slovakia,Snacks,Online,L,2/23/2011,688084733,3/25/2011,8418,152.58,97.44,1284418.44,820249.92,464168.52
709654,Europe,Slovakia,Snacks,Offline,C,7/17/2016,172730243,7/23/2016,3572,152.58,97.44,545015.76,348055.68,196960.08
709754,Europe,Slovakia,Snacks,Online,C,7/24/2016,160962855,8/2/2016,1341,152.58,97.44,204609.78,130667.04,73942.74
710212,Europe,Slovakia,Meat,Offline,H,4/7/2013,513490951,5/14/2013,2238,421.89,364.69,944189.82,816176.22,128013.6
710462,Europe,Slovakia,Beverages,Offline,M,10/2/2013,917400729,10/26/2013,8117,47.45,31.79,385151.65,258039.43,127112.22
710636,Europe,Slovakia,Clothes,Offline,C,1/22/2011,881605041,3/9/2011,5378,109.28,35.84,587707.84,192747.52,394960.32
710760,Europe,Slovakia,Cereal,Online,C,2/9/2016,367772758,2/26/2016,987,205.7,117.11,203025.9,115587.57,87438.33
711067,Europe,Slovakia,Meat,Online,H,12/27/2013,454991757,2/4/2014,1027,421.89,364.69,433281.03,374536.63,58744.4
711245,Europe,Slovakia,Vegetables,Online,C,3/19/2012,802812898,4/16/2012,9032,154.06,90.93,1391469.92,821279.76,570190.16
711258,Europe,Slovakia,Beverages,Offline,L,1/1/2013,234118068,2/16/2013,9594,47.45,31.79,455235.3,304993.26,150242.04
711670,Europe,Slovakia,Household,Offline,L,2/20/2010,585362994,4/11/2010,773,668.27,502.54,516572.71,388463.42,128109.29
712024,Europe,Slovakia,Snacks,Online,L,7/27/2015,637040793,8/5/2015,3382,152.58,97.44,516025.56,329542.08,186483.48
712067,Europe,Slovakia,Meat,Offline,H,8/8/2013,876856458,8/29/2013,166,421.89,364.69,70033.74,60538.54,9495.2
712368,Europe,Slovakia,Cosmetics,Online,H,5/31/2015,549187934,7/18/2015,5769,437.2,263.33,2522206.8,1519150.77,1003056.03
712550,Europe,Slovakia,Beverages,Online,M,10/29/2014,397874438,12/1/2014,8743,47.45,31.79,414855.35,277939.97,136915.38
712804,Europe,Slovakia,Office Supplies,Online,M,3/24/2016,653909957,4/7/2016,5342,651.21,524.96,3478763.82,2804336.32,674427.5
713150,Europe,Slovakia,Vegetables,Online,L,12/26/2015,628515231,2/2/2016,479,154.06,90.93,73794.74,43555.47,30239.27
713151,Europe,Slovakia,Office Supplies,Offline,M,3/2/2010,601894414,3/19/2010,2787,651.21,524.96,1814922.27,1463063.52,351858.75
713174,Europe,Slovakia,Clothes,Online,M,5/9/2015,231369769,5/16/2015,6311,109.28,35.84,689666.08,226186.24,463479.84
713261,Europe,Slovakia,Household,Online,C,1/30/2016,704361665,3/1/2016,5124,668.27,502.54,3424215.48,2575014.96,849200.52
713345,Europe,Slovakia,Beverages,Online,L,10/24/2013,291531503,10/27/2013,9505,47.45,31.79,451012.25,302163.95,148848.3
713429,Europe,Slovakia,Beverages,Online,M,9/3/2015,431753098,10/20/2015,4191,47.45,31.79,198862.95,133231.89,65631.06
713586,Europe,Slovakia,Cosmetics,Online,C,11/2/2013,327072703,11/17/2013,6936,437.2,263.33,3032419.2,1826456.88,1205962.32
713755,Europe,Slovakia,Beverages,Online,M,6/1/2017,638957822,6/25/2017,673,47.45,31.79,31933.85,21394.67,10539.18
713806,Europe,Slovakia,Office Supplies,Online,C,5/6/2012,217248904,6/16/2012,7633,651.21,524.96,4970685.93,4007019.68,963666.25
714712,Europe,Slovakia,Fruits,Offline,L,8/15/2012,393858420,8/30/2012,314,9.33,6.92,2929.62,2172.88,756.74
714901,Europe,Slovakia,Snacks,Offline,C,11/17/2016,536095750,12/27/2016,1500,152.58,97.44,228870.0,146160.0,82710.0
714956,Europe,Slovakia,Baby Food,Offline,H,5/30/2012,891808593,6/11/2012,4835,255.28,159.42,1234278.8,770795.7,463483.1
714983,Europe,Slovakia,Vegetables,Offline,M,6/2/2016,936664998,7/6/2016,8843,154.06,90.93,1362352.58,804093.99,558258.59
715076,Europe,Slovakia,Personal Care,Offline,C,12/24/2016,877687728,2/8/2017,6158,81.73,56.67,503293.34,348973.86,154319.48
715206,Europe,Slovakia,Cosmetics,Offline,H,6/13/2012,780899035,7/30/2012,4233,437.2,263.33,1850667.6,1114675.89,735991.71
715449,Europe,Slovakia,Snacks,Offline,L,10/10/2013,315066277,11/28/2013,3968,152.58,97.44,605437.44,386641.92,218795.52
715563,Europe,Slovakia,Beverages,Offline,M,9/16/2015,495593106,10/9/2015,5868,47.45,31.79,278436.6,186543.72,91892.88
715712,Europe,Slovakia,Cosmetics,Offline,M,11/27/2011,146545875,1/7/2012,5036,437.2,263.33,2201739.2,1326129.88,875609.32
715760,Europe,Slovakia,Office Supplies,Online,H,2/21/2012,168319404,3/11/2012,8307,651.21,524.96,5409601.47,4360842.72,1048758.75
715913,Europe,Slovakia,Cereal,Online,H,1/15/2015,209357202,1/23/2015,2303,205.7,117.11,473727.1,269704.33,204022.77
715917,Europe,Slovakia,Office Supplies,Online,H,3/16/2015,103450715,4/19/2015,2220,651.21,524.96,1445686.2,1165411.2,280275.0
716069,Europe,Slovakia,Snacks,Offline,M,6/11/2011,765552079,7/18/2011,2727,152.58,97.44,416085.66,265718.88,150366.78
716099,Europe,Slovakia,Cosmetics,Online,L,3/1/2010,161399304,3/15/2010,496,437.2,263.33,216851.2,130611.68,86239.52
716213,Europe,Slovakia,Office Supplies,Offline,H,6/24/2014,224647080,7/31/2014,6918,651.21,524.96,4505070.78,3631673.28,873397.5
716296,Europe,Slovakia,Snacks,Offline,H,7/5/2011,671173942,8/13/2011,4139,152.58,97.44,631528.62,403304.16,228224.46
716321,Europe,Slovakia,Office Supplies,Offline,L,7/17/2014,720836007,8/3/2014,248,651.21,524.96,161500.08,130190.08,31310.0
716455,Europe,Slovakia,Fruits,Online,C,6/5/2016,568156087,6/11/2016,8867,9.33,6.92,82729.11,61359.64,21369.47
716660,Europe,Slovakia,Cereal,Offline,H,6/19/2016,941429030,6/23/2016,8626,205.7,117.11,1774368.2,1010190.86,764177.34
716725,Europe,Slovakia,Cosmetics,Online,C,3/24/2015,182679307,3/30/2015,7721,437.2,263.33,3375621.2,2033170.93,1342450.27
717237,Europe,Slovakia,Beverages,Offline,L,12/23/2015,140711534,1/17/2016,8525,47.45,31.79,404511.25,271009.75,133501.5
717630,Europe,Slovakia,Office Supplies,Offline,C,8/27/2014,147039401,9/23/2014,1081,651.21,524.96,703958.01,567481.76,136476.25
717749,Europe,Slovakia,Household,Online,M,9/22/2016,998743760,11/6/2016,9328,668.27,502.54,6233622.56,4687693.12,1545929.44
718179,Europe,Slovakia,Snacks,Online,M,11/13/2016,991979444,12/22/2016,7616,152.58,97.44,1162049.28,742103.04,419946.24
718261,Europe,Slovakia,Office Supplies,Offline,H,6/22/2017,956775987,7/6/2017,131,651.21,524.96,85308.51,68769.76,16538.75
718856,Europe,Slovakia,Meat,Online,C,6/17/2010,369928824,6/18/2010,9015,421.89,364.69,3803338.35,3287680.35,515658.0
719299,Europe,Slovakia,Vegetables,Offline,M,5/6/2014,303397595,5/24/2014,945,154.06,90.93,145586.7,85928.85,59657.85
719455,Europe,Slovakia,Clothes,Offline,L,7/22/2016,926279485,8/20/2016,5538,109.28,35.84,605192.64,198481.92,406710.72
719865,Europe,Slovakia,Personal Care,Offline,M,3/16/2010,490984857,3/17/2010,2185,81.73,56.67,178580.05,123823.95,54756.1
719940,Europe,Slovakia,Clothes,Online,M,2/12/2013,341884505,2/15/2013,77,109.28,35.84,8414.56,2759.68,5654.88
720086,Europe,Slovakia,Snacks,Online,H,4/8/2017,336289203,4/16/2017,4303,152.58,97.44,656551.74,419284.32,237267.42
720128,Europe,Slovakia,Snacks,Online,C,2/17/2010,581741797,2/17/2010,9180,152.58,97.44,1400684.4,894499.2,506185.2
720318,Europe,Slovakia,Snacks,Online,H,11/18/2016,758153903,12/29/2016,3443,152.58,97.44,525332.94,335485.92,189847.02
720361,Europe,Slovakia,Meat,Online,L,12/22/2016,743004357,1/6/2017,355,421.89,364.69,149770.95,129464.95,20306.0
720553,Europe,Slovakia,Meat,Offline,C,2/14/2010,906563317,3/4/2010,1086,421.89,364.69,458172.54,396053.34,62119.2
720890,Europe,Slovakia,Household,Online,C,5/19/2015,751093471,6/21/2015,4104,668.27,502.54,2742580.08,2062424.16,680155.92
720942,Europe,Slovakia,Household,Online,H,10/24/2013,973094546,10/25/2013,9155,668.27,502.54,6118011.85,4600753.7,1517258.15
721060,Europe,Slovakia,Clothes,Online,H,6/28/2011,682941329,8/3/2011,6371,109.28,35.84,696222.88,228336.64,467886.24
721097,Europe,Slovakia,Beverages,Online,M,5/18/2016,322324120,6/28/2016,1725,47.45,31.79,81851.25,54837.75,27013.5
721135,Europe,Slovakia,Baby Food,Offline,M,12/20/2010,984129369,1/31/2011,4605,255.28,159.42,1175564.4,734129.1,441435.3
721416,Europe,Slovakia,Fruits,Offline,L,12/26/2016,968683707,1/9/2017,3890,9.33,6.92,36293.7,26918.8,9374.9
721450,Europe,Slovakia,Cosmetics,Online,H,9/1/2013,341983211,9/21/2013,9286,437.2,263.33,4059839.2,2445282.38,1614556.82
721979,Europe,Slovakia,Personal Care,Online,H,7/20/2013,737409055,8/10/2013,4581,81.73,56.67,374405.13,259605.27,114799.86
722083,Europe,Slovakia,Snacks,Online,H,9/30/2013,782717359,11/13/2013,2315,152.58,97.44,353222.7,225573.6,127649.1
722787,Europe,Slovakia,Personal Care,Offline,H,1/9/2014,431456983,2/23/2014,6564,81.73,56.67,536475.72,371981.88,164493.84
722794,Europe,Slovakia,Office Supplies,Online,M,3/4/2016,601837337,4/8/2016,5897,651.21,524.96,3840185.37,3095689.12,744496.25
722867,Europe,Slovakia,Fruits,Online,C,9/28/2011,296139752,10/23/2011,3188,9.33,6.92,29744.04,22060.96,7683.08
722917,Europe,Slovakia,Household,Online,H,9/18/2014,246420609,10/3/2014,189,668.27,502.54,126303.03,94980.06,31322.97
723159,Europe,Slovakia,Baby Food,Offline,M,3/1/2015,673865163,4/16/2015,531,255.28,159.42,135553.68,84652.02,50901.66
723323,Europe,Slovakia,Snacks,Online,M,6/24/2011,829392087,7/7/2011,4404,152.58,97.44,671962.32,429125.76,242836.56
723457,Europe,Slovakia,Fruits,Offline,H,4/30/2012,538449227,5/9/2012,7947,9.33,6.92,74145.51,54993.24,19152.27
723540,Europe,Slovakia,Cereal,Online,M,5/16/2014,604684340,6/26/2014,8389,205.7,117.11,1725617.3,982435.79,743181.51
723576,Europe,Slovakia,Beverages,Online,M,1/23/2017,287359702,3/1/2017,4976,47.45,31.79,236111.2,158187.04,77924.16
723601,Europe,Slovakia,Clothes,Online,H,10/8/2014,211118447,11/1/2014,3495,109.28,35.84,381933.6,125260.8,256672.8
723716,Europe,Slovakia,Baby Food,Online,C,11/21/2014,806688582,1/3/2015,5933,255.28,159.42,1514576.24,945838.86,568737.38
723745,Europe,Slovakia,Fruits,Online,H,1/10/2012,829490792,2/10/2012,3613,9.33,6.92,33709.29,25001.96,8707.33
723748,Europe,Slovakia,Cosmetics,Online,M,4/29/2011,348352706,5/6/2011,4162,437.2,263.33,1819626.4,1095979.46,723646.94
723798,Europe,Slovakia,Snacks,Offline,L,6/3/2013,863468158,6/14/2013,8271,152.58,97.44,1261989.18,805926.24,456062.94
723845,Europe,Slovakia,Cosmetics,Online,H,11/11/2010,507854020,11/18/2010,4145,437.2,263.33,1812194.0,1091502.85,720691.15
723949,Europe,Slovakia,Cereal,Offline,C,5/22/2016,679065644,6/12/2016,9469,205.7,117.11,1947773.3,1108914.59,838858.71
724524,Europe,Slovakia,Vegetables,Online,L,7/20/2012,266178405,8/1/2012,6960,154.06,90.93,1072257.6,632872.8,439384.8
724804,Europe,Slovakia,Snacks,Online,H,10/30/2016,706081283,11/10/2016,3997,152.58,97.44,609862.26,389467.68,220394.58
725198,Europe,Slovakia,Personal Care,Online,C,12/5/2012,740692508,1/6/2013,6228,81.73,56.67,509014.44,352940.76,156073.68
725279,Europe,Slovakia,Baby Food,Offline,H,2/17/2017,918231999,4/6/2017,4109,255.28,159.42,1048945.52,655056.78,393888.74
725539,Europe,Slovakia,Vegetables,Offline,H,4/18/2017,812325513,5/11/2017,4026,154.06,90.93,620245.56,366084.18,254161.38
725632,Europe,Slovakia,Office Supplies,Offline,L,6/23/2015,870627295,7/30/2015,6819,651.21,524.96,4440600.99,3579702.24,860898.75
725805,Europe,Slovakia,Baby Food,Offline,C,6/21/2011,210526216,7/11/2011,8240,255.28,159.42,2103507.2,1313620.8,789886.4
726092,Europe,Slovakia,Clothes,Offline,M,5/29/2016,536236083,7/11/2016,3028,109.28,35.84,330899.84,108523.52,222376.32
726113,Europe,Slovakia,Baby Food,Offline,L,4/3/2010,364686715,5/14/2010,7758,255.28,159.42,1980462.24,1236780.36,743681.88
726134,Europe,Slovakia,Vegetables,Online,C,3/20/2015,856999957,3/27/2015,4187,154.06,90.93,645049.22,380723.91,264325.31
726148,Europe,Slovakia,Cereal,Online,H,12/16/2012,538786971,2/1/2013,7893,205.7,117.11,1623590.1,924349.23,699240.87
726644,Europe,Slovakia,Clothes,Online,M,7/4/2010,703135573,8/11/2010,2296,109.28,35.84,250906.88,82288.64,168618.24
726801,Europe,Slovakia,Beverages,Online,H,7/19/2016,307413613,8/24/2016,9374,47.45,31.79,444796.3,297999.46,146796.84
